run_tag,family,dataset,emb,n_test,acc,tpr,tnr,human_f1,ai_f1,avg_f1,auroc,score_mode
codesearchnet_starcoder2-7b_4500_complexity_stratified_maxlen2048_lr_20260528_142034,lr,codesearchnet_starcoder2-7b_python_merged_4500,combined,900,0.6833333333333333,0.6977777777777778,0.6688888888888889,0.687842278203724,0.6786922209695603,0.6832672495866421,0.751995061728395,proba
codesearchnet_starcoder2-7b_4500_complexity_stratified_maxlen2048_mlp_20260528_142140,mlp,codesearchnet_starcoder2-7b_python_merged_4500,ast,900,0.6855555555555556,0.6866666666666666,0.6844444444444444,0.6859045504994451,0.6852057842046718,0.6855551673520585,0.7659283950617284,proba
codesearchnet_starcoder2-7b_4500_complexity_stratified_maxlen2048_mlp_20260528_142140,mlp,codesearchnet_starcoder2-7b_python_merged_4500,code,900,0.6655555555555556,0.6888888888888889,0.6422222222222222,0.6731813246471227,0.6575654152445961,0.6653733699458594,0.7229530864197532,proba
codesearchnet_starcoder2-7b_4500_complexity_stratified_maxlen2048_mlp_20260528_142140,mlp,codesearchnet_starcoder2-7b_python_merged_4500,combined,900,0.6711111111111111,0.7266666666666667,0.6155555555555555,0.6884210526315789,0.6517647058823529,0.6700928792569659,0.7497679012345678,proba
codesearchnet_starcoder2-7b_4500_complexity_stratified_maxlen2048_rf_20260528_142411,rf,codesearchnet_starcoder2-7b_python_merged_4500,ast,900,0.65,0.6533333333333333,0.6466666666666666,0.6511627906976745,0.6488294314381271,0.6499961110679008,0.6915111111111112,proba
codesearchnet_starcoder2-7b_4500_complexity_stratified_maxlen2048_rf_20260528_142411,rf,codesearchnet_starcoder2-7b_python_merged_4500,code,900,0.6011111111111112,0.6355555555555555,0.5666666666666667,0.6143931256713212,0.5868814729574223,0.6006372993143718,0.656279012345679,proba
codesearchnet_starcoder2-7b_4500_complexity_stratified_maxlen2048_rf_20260528_142411,rf,codesearchnet_starcoder2-7b_python_merged_4500,combined,900,0.6233333333333333,0.6644444444444444,0.5822222222222222,0.6382070437566703,0.6071842410196987,0.6226956423881844,0.6866617283950618,proba
codesearchnet_starcoder2-7b_4500_complexity_stratified_maxlen2048_svm_20260528_142045,svm,codesearchnet_starcoder2-7b_python_merged_4500,ast,900,0.6977777777777778,0.7088888888888889,0.6866666666666666,0.701098901098901,0.6943820224719102,0.6977404617854056,0.768925925925926,decision
codesearchnet_starcoder2-7b_4500_complexity_stratified_maxlen2048_svm_20260528_142045,svm,codesearchnet_starcoder2-7b_python_merged_4500,code,900,0.6766666666666666,0.7,0.6533333333333333,0.6840390879478827,0.6689419795221843,0.6764905337350335,0.7311061728395061,decision
codesearchnet_starcoder2-7b_4500_complexity_stratified_maxlen2048_svm_20260528_142045,svm,codesearchnet_starcoder2-7b_python_merged_4500,combined,900,0.6744444444444444,0.7222222222222222,0.6266666666666667,0.689289501590668,0.6581096849474912,0.6736995932690797,0.7469580246913581,decision
codesearchnet_starcoder2-7b_4500_complexity_stratified_maxlen2048_xgb_20260528_144450,xgb,codesearchnet_starcoder2-7b_python_merged_4500,ast,900,0.6566666666666666,0.6866666666666666,0.6266666666666667,0.6666666666666666,0.6460481099656358,0.6563573883161512,,n/a
